sample	Chromosome	Start.bp	End.bp	n_probes	length	seg_sigma	W	copy_ratio	modal_cn	expected_cn	subclonal	cancer_cell_frac	ccf_ci95_low	ccf_ci95_high	hz
solid_tumor	15	52153178	99620831	28871	47467653	0.00074	0.01664	0.46574	2	2.13336	0	1	1	1	0
solid_tumor	15	99620995	99621017	2	22	0.08839	0	0.20391	1	0.8835	0	1	1	1	0
solid_tumor	15	99621138	101884307	1029	2263169	0.0039	0.00079	0.46593	2	2.1344	0	1	1	1	0
solid_tumor	16	653459	19425395	8472	18771936	0.00136	0.00658	0.4572	2	2.08837	0	1	1	1	0
solid_tumor	16	19426403	19432418	3	6015	0.07217	0	0.23978	1	1.01814	0	1	1	1	0
solid_tumor	16	19434756	49607490	7069	30172734	0.00149	0.01058	0.4537	2	2.06998	0	1	1	1	0
solid_tumor	16	49609203	49612461	3	3258	0.07217	0	0.1551	1	0.64158	0	1	1	1	0
solid_tumor	16	49614038	89379936	25210	39765898	0.00079	0.01394	0.45892	2	2.09738	0	1	1	1	0
solid_tumor	17	987221	2416851	603	1429630	0.00509	5e-04	0.54696	3	2.5814	0	1	1	1	0
solid_tumor	17	2417036	10379289	4213	7962253	0.00193	0.00279	0.4464	2	2.03179	0	1	1	1	0
solid_tumor	17	10383994	11629998	936	1246004	0.00409	0.00044	0.3396	1	1.47441	0	1	1	1	0
solid_tumor	17	11631091	11635859	9	4768	0.04167	0	0.82131	5	4.53855	0	1	1	1	0
solid_tumor	17	11639149	11661701	20	22552	0.02795	1e-05	0.32935	1	1.42623	0	1	1	1	0
solid_tumor	17	11663722	11703528	30	39806	0.02282	1e-05	0.69477	3	3.54337	0	1	1	1	0
solid_tumor	17	11708451	11721850	13	13399	0.03467	0	0.32646	1	1.41436	0	1	1	1	0
solid_tumor	17	11728730	12865351	758	1136621	0.00454	4e-04	0.81603	5	4.51917	0	1	1	1	0
solid_tumor	17	12866431	12883013	13	16582	0.03467	1e-05	0.33245	1	1.44546	0	1	1	1	0
solid_tumor	17	12884471	12946228	47	61757	0.01823	2e-05	0.46137	2	2.11072	0	1	1	1	0
solid_tumor	17	12946683	13012856	53	66173	0.01717	2e-05	0.34305	2	1.49449	0	1	1	1	0
solid_tumor	17	13013582	13681779	417	668197	0.00612	0.00023	0.20462	1	0.78586	0	1	1	1	0
solid_tumor	17	13682624	15773908	372	2091284	0.00648	0.00073	0.32801	1	1.41358	0	1	1	1	0
solid_tumor	17	15774154	16153520	172	379366	0.00953	0.00013	0.20785	1	0.80194	0	1	1	1	0
solid_tumor	17	16154155	16412342	130	258187	0.01096	9e-05	0.33056	1	1.42762	0	1	1	1	0
solid_tumor	17	16416773	16458813	25	42040	0.025	1e-05	0.6666	3	3.33867	0	1	1	1	0
solid_tumor	17	16464798	16473277	9	8479	0.04167	0	0.3373	1	1.47439	0	1	1	1	0
solid_tumor	17	16474613	16490573	6	15960	0.05103	1e-05	0.64145	3	3.1527	0	1	1	1	0
solid_tumor	17	16496402	16524379	13	27977	0.03467	1e-05	0.3476	2	1.52422	0	1	1	1	0
solid_tumor	17	16540310	21305392	1787	4765082	0.00296	0.00167	0.83717	5	4.69219	0	1	1	1	0
solid_tumor	17	25270517	25772929	208	502412	0.00867	0.00018	0.5277	2	2.47106	0	1	1	1	0
solid_tumor	17	25807835	27032827	598	1224992	0.00511	0.00043	0.68236	3	3.45648	0	1	1	1	0
solid_tumor	17	27040304	27217706	66	177402	0.01539	6e-05	0.85169	5	4.80664	0	1	1	1	0
solid_tumor	17	27235277	28937664	777	1702387	0.00448	6e-04	0.55256	3	2.61404	0	1	1	1	0
solid_tumor	17	28952029	31958181	1702	3006152	0.00303	0.00105	0.78709	4	4.28124	0	1	1	1	0
solid_tumor	17	32943643	32980459	24	36816	0.02552	1e-05	0.53385	2	2.50483	0	1	1	1	0
solid_tumor	17	32987516	33414046	260	426530	0.00775	0.00015	0.20516	1	0.78873	0	1	1	1	0
solid_tumor	17	33414396	33440166	17	25770	0.03032	1e-05	0.34052	1	1.48548	0	1	1	1	0
solid_tumor	17	33442268	33487809	28	45541	0.02362	2e-05	0.78111	4	4.22493	0	1	1	1	0
solid_tumor	17	33490763	33492402	7	1639	0.04725	0	0.30995	1	1.33727	0	1	1	1	0
solid_tumor	17	33493676	33500126	7	6450	0.04725	0	0.74267	4	3.89408	0	1	1	1	0
solid_tumor	17	33501136	37359737	1683	3858601	0.00305	0.00135	0.44578	2	2.02857	0	1	1	1	0
solid_tumor	17	37362533	37816079	178	453546	0.00937	0.00016	0.87218	5	4.97329	0	1	1	1	0
solid_tumor	17	37820992	38012058	114	191066	0.01171	7e-05	1.66486	12	12.39317	1	0.32	0.03433	0.96953	0
solid_tumor	17	38016170	38242629	107	226459	0.01208	8e-05	0.68028	3	3.44034	0	1	1	1	0
solid_tumor	17	38243073	40917208	1264	2674135	0.00352	0.00094	0.45373	2	2.07016	0	1	1	1	0
solid_tumor	17	40920239	43511538	1186	2591299	0.00363	0.00091	0.66094	3	3.30373	0	1	1	1	0
solid_tumor	17	44811098	46204763	706	1393665	0.0047	0.00049	0.78829	4	4.29095	0	1	1	1	0
solid_tumor	17	46205397	80917016	18400	34711619	0.00092	0.01217	0.57443	3	2.74393	0	1	1	1	0
solid_tumor	18	329586	5275277	2523	4945691	0.00249	0.00173	0.46381	2	2.12316	0	1	1	1	0
solid_tumor	18	5282442	5282665	2	223	0.08839	0	0.17444	1	0.75643	0	1	1	1	0
solid_tumor	18	5290198	23532611	8538	18242413	0.00135	0.00639	0.45949	2	2.10039	0	1	1	1	0
solid_tumor	18	23534765	23534768	2	3	0.08839	0	0.14744	1	0.64726	0	1	1	1	0
solid_tumor	18	23535593	33416937	5920	9881344	0.00162	0.00346	0.45809	2	2.09303	0	1	1	1	0
solid_tumor	18	33416943	33825744	212	408801	0.00859	0.00014	0.58443	3	2.80435	0	1	1	1	0
solid_tumor	18	33827996	77109240	25418	43281244	0.00078	0.01517	0.45895	2	2.09754	0	1	1	1	0
solid_tumor	19	284018	17033083	6447	16749065	0.00156	0.00587	0.44344	2	2.01633	0	1	1	1	0
solid_tumor	19	17037785	17060324	14	22539	0.03341	1e-05	0.65793	3	3.27445	0	1	1	1	0
solid_tumor	19	17060800	17287575	124	226775	0.01123	8e-05	0.438	2	1.98826	0	1	1	1	0
solid_tumor	19	17289100	17295023	3	5923	0.07217	0	0.29078	1	1.26624	0	1	1	1	0
solid_tumor	19	17297095	17325861	12	28766	0.03608	1e-05	0.4326	2	1.96299	0	1	1	1	0
solid_tumor	19	17340400	51135457	14080	33795057	0.00105	0.01185	0.56542	3	2.68998	0	1	1	1	0
solid_tumor	19	51136657	55537773	1586	4401116	0.00314	0.00154	0.72362	4	3.76866	0	1	1	1	0
solid_tumor	19	55540525	55540581	2	56	0.08839	0	0.28123	1	1.24268	0	1	1	1	0
solid_tumor	19	55547934	57409367	897	1861433	0.00417	0.00065	0.67567	3	3.40816	0	1	1	1	0
solid_tumor	19	57412253	58855835	771	1443582	0.0045	0.00051	0.91415	5	5.3054	0	1	1	1	0
solid_tumor	19	58860686	58878226	10	17540	0.03953	1e-05	1.76651	13	13.10259	1	0.19	0.033	0.96898	0
solid_tumor	20	455764	7646704	4385	7190940	0.00189	0.00252	0.57018	3	2.71841	0	1	1	1	0
solid_tumor	20	7649364	16817706	6089	9168342	0.0016	0.00321	0.45904	2	2.09805	0	1	1	1	0
solid_tumor	20	16824361	16824480	2	119	0.08839	0	0.1469	1	0.64515	0	1	1	1	0
solid_tumor	20	16824933	26197899	6340	9372966	0.00157	0.00329	0.46128	2	2.1098	0	1	1	1	0
solid_tumor	20	29843973	40359519	5767	10515546	0.00165	0.00369	0.789	4	4.29706	0	1	1	1	0
solid_tumor	20	40360023	40360027	5	4	0.0559	0	0.46542	2	2.13505	0	1	1	1	0
solid_tumor	20	40360784	62219837	14675	21859053	0.00103	0.00766	0.80235	4	4.40694	0	1	1	1	0
solid_tumor	21	15347621	15717883	196	370262	0.00893	0.00013	1.12257	7	7.00104	0	1	1	1	0
solid_tumor	21	15720371	17709863	1232	1989492	0.00356	7e-04	1.52351	11	11.11055	1	0.11	0.03147	0.96446	0
solid_tumor	21	17717979	18526863	510	808884	0.00554	0.00028	1.8649	14	13.59387	1	NA	0.01	1	0
solid_tumor	21	18529433	18529990	2	557	0.08839	0	0.60697	3	2.90674	0	1	1	1	0
solid_tumor	21	18533816	19534836	644	1001020	0.00493	0.00035	1.97315	14	13.86363	1	NA	0.01	1	0
solid_tumor	21	19535392	20742928	811	1207536	0.00439	0.00042	2.48578	14	13.99965	1	NA	0.01	1	0
solid_tumor	21	20753561	47678774	17172	26925213	0.00095	0.00944	0.45486	2	2.07609	0	1	1	1	0
solid_tumor	22	17423930	49331012	16923	31907082	0.00096	0.01118	0.57943	3	2.77418	0	1	1	1	0
solid_tumor	23	3157107	9751763	1633	6594656	0.00309	0.00231	0.49025	2	2.26427	0	1	1	1	0
solid_tumor	23	9757525	12235902	1318	2478377	0.00344	0.00087	0.94037	6	5.5094	0	1	1	1	0
solid_tumor	23	12238677	24279601	5963	12040924	0.00162	0.00422	0.49346	2	2.28162	0	1	1	1	0
solid_tumor	23	24281833	24281900	2	67	0.08839	0	0.12339	0	0.55704	0	1	1	1	1
solid_tumor	23	24282005	48601224	11448	24319219	0.00117	0.00852	0.48957	2	2.2606	0	1	1	1	0
solid_tumor	23	48613190	48631250	11	18060	0.03769	1e-05	0.63283	3	3.1035	0	1	1	1	0
solid_tumor	23	48632086	118627628	27026	69995542	0.00076	0.02454	0.4926	2	2.27699	0	1	1	1	0
solid_tumor	23	118629791	119078918	234	449127	0.00817	0.00016	0.41853	2	1.887	0	1	1	1	0
solid_tumor	23	119081271	154905589	16041	35824318	0.00099	0.01256	0.48951	2	2.26024	0	1	1	1	0
